,tweets
1998,"HealthXP Premium Series PRO CGT 250Gm (Green Apple) at 784 

@SrinivasFitness 

Price comparison :

Healthkart@1500
Paytmall@899
Flipkart, Snapdeal @ 900

https://t.co/KdAPV97aYt"
1999,"Dear @Flipkart @FlipkartSellers One, you do not deliver anything properly and then upon requesting a refund, you block our account. Will you shut our mouths after robbing us? I want my account back and my money too. @Flipkart @FlipkartSellers"
2000,@Micromax__India @Flipkart I waiting new Micromax smartphone
2001,"Grab : Deos @ 80% off

https://t.co/hTIdiD5HkG

."
2002,"Great Offer :- Search Tanishka Exports on https://t.co/hgKrL35MSf for more attractive product for cheap rate.

Cash On Delivery available

15 Days Return &amp; Refund Policy available https://t.co/6Pz3T4znru"
2003,"@Flipkart 
I tried talking to ur people regarding compensation which is lost 16k during ur sale due to price change and multiple cancellation from your side

U people are cheating customers
Requested our honourable govt to take a note and help people and streamline fraud"
2004,@flipkartsupport @Flipkart Still no update.. ur executive called me yesterday just to say sorry.. what else u can b apart from sorry? May b try to be a good partner and serve ur customer well @Flipkart  think about this
2005,"@Flipkart @FlipkartVideo Order OD120106064282840000 my order is pending from 1st nov.
poor service of flipkart"
2006,"@flipkartsupport If you don't deliver the product at the given address better you show ""product not  available for this address"" . Finally @Flipkart cancelled my order . Worst service. Worst."
2007,"@flipkartsupport rder I'd. OD120109633209164000
Nothing  supported by flipkart 
Not refund my payment  in my back bank account"
2008,"HealthXP Premium Series PRO CGT 250Gm (Green Apple)

₹784

https://t.co/5yGwOSBOtB

Price comparison :

Healthkart@1500
Paytmall@899
Flipkart, Snapdeal @ 900"
2009,"@nkchandar @BlackSheepTamil Is this sale made in Amazon or Flipkart platform? Else, how can they check these sellers background?"
2010,"I had no clue what's wrong with flipkart.
As our their request placed a fresh order but it is also being damaged in transit. And couldn't be delivered to my address.
@flipkartsupport @Flipkart @jagograhakjago @PiyushGoyal https://t.co/CwHP5RqUcK"
2011,"Great Offer :- Search Tanishka Exports on https://t.co/hgKrL35MSf for more attractive product for cheap rate.

Cash On Delivery available

15 Days Return &amp; Refund Policy available https://t.co/4TErHfg7y1"
2012,"@Flipkart rder I'd. OD120109633209164000
Nothing  supported by flipkart 
Not refund my payment  in my back bank account"
2013,"@dasaripradeep23 To ensure that your Flipkart account information is safe, please share the requested details via DM by clicking the link below. ^SI (2/2) https://t.co/AVMrxtQCnt"
2014,@rohitkbansal @snapdeal @Snapdeal_Help pls give proper training to your delivery agentlearn somethingfrom Flipkart &amp; Amazon delivery service
2015,"Great Offer :- Search Tanishka Exports on https://t.co/hgKrL35MSf for more attractive product for cheap rate.

Cash On Delivery available

15 Days Return &amp; Refund Policy available https://t.co/CtnZ1VCQZ3"
2016,"Flipkart Grocery: Products from ₹1

https://t.co/o2YZQUdsXD

⚫ 50% off
https://t.co/awKan2c8o2

https://t.co/VGBTbCZt7H

⚫Buy 1 Get 1
https://t.co/9Szh11BoHZ

⚫ Grocery pass @ ₹11 (₹1+ 10 Supercoins)
https://t.co/9fiuPzSBGy

⚫ Picks of the month :
https://t.co/RQP5FpvWdf
."
2017,"RT @praseep97: @Flipkart @flipkartsupport. They are also rude/impolite enough to just end the call/chat if they cannot handle. 
14 days and…"
2018,RT @praseep97: @Flipkart Your service is pathetic. Ordered a laptop on Oct 4th with a delivery date of Oct 10th. Today it is Oct 17th and w…
2019,"RT @praseep97: If you could do anything more, I can cancel the order from my end could initiate the refund, please? Just that, I cannot bea…"
2020,"@FlipkartStories @Flipkart A2) b) MarQ

#TriviaTuesdays @FlipkartVideo #TuesdayVibe #TuesdayShoutout @FlipkartStories

Join
@chilled_Sup 
@Ravi
@godsowntalk 
@rathore178 
@abha_mishra19"
2021,@nosleephrs Maybe in amazon or flipkart 🤔🤔🤣🤣🤣🤣
2022,"Great Offer :- Search Tanishka Exports on https://t.co/hgKrL35MSf for more attractive product for cheap rate.

Cash On Delivery available

15 Days Return &amp; Refund Policy available https://t.co/80pZ9G6GvJ"
2023,@Flipkart When will the Pixel4a be back in stock . It is pathetic state of affairs when your competitors are offering it whereas you being official partner to Google only shows always coming soon.
2024,"@Flipkart 

Proud https://t.co/A0hdUhtRnW"
2025,"RT @FlipkartStories: From metros to small towns, @Flipkart's #kirana partners are a diverse group, with one thing in common — a desire to w…"
2026,"@vineeth0vinu To ensure that your Flipkart account information is safe, request you to reach us via DM by clicking the below link. ^DA (2/2) https://t.co/5DoqNu2BgV"
2027,"Flipkart – Buy PARK AVENUE BODY FRAGRANCE MARCUS 150 ML (PACK OF 2) Deodorant Spray – For Men &amp; Women (300 ml, Pack of 2) at Rs 199 https://t.co/dFYxSEvT9l"
2028,Sony liv flipkart lo 200 coins ki 1 month subscription free undhi https://t.co/QXuipKeTDz
2029,"I bought Realme Air Neo (Order ID: OD120211829960982000).I raised replacement request 3 times in next 3rd day of purchase. But customer care are not supporting. I want replacement/refund otherwise this would Last purchase from @Flipkart🙏🏻
#worstserviceof @flipkartsupport https://t.co/DRd3XRVVl4"
2030,"@ThisIsNikhil_J To ensure that your Flipkart account information is safe, please start a private message with us by clicking on the link below. ^JR (2/2) https://t.co/5DoqNu2BgV"
2031,@ThisIsNikhil_J We certainly understand your concern that you want to update the contact number in the Flipkart account. Please share your new phone number and registered contact number/email ID with us so that we can get in touch with you to help you further. (1/2)
2032,"Keep your spine healthy with Roma chairs that has unique spine care design. 

Amazon: https://t.co/F8s5Wf1EiZ
Flipkart: https://t.co/QlEcMAox88
Whatsapp: https://t.co/zeRshkJS6A https://t.co/V1nNttGNeO"
2033,"AMEXTRIAN Solar Light Set(Wall Mounted Pack of 1) Rs.254 @ Flipkart

https://t.co/vOwLo5nAT9"
2034,"When trying to call Jeeves care, every executive says please wait for 48 hrs for each day I called them but no resolution yet. @Flipkart @flipkartsupport #fradulentflipkart #sleepingCeoFlipkart my ticket cancelled without my consent? https://t.co/35cmgNi7Pi"
2035,"Great Offer :- Search Tanishka Exports on https://t.co/hgKrL35MSf for more attractive product for cheap rate.

Cash On Delivery available

15 Days Return &amp; Refund Policy available https://t.co/RPjVQa32bH"
2036,@Flipkart @flipkartsupport I ordered Jeans for my kid but got totally different product (Capri for Men). I tried to create replacement bt option was not available. Only option for refund is avlbl bt Flipkart is giving half refund of what I actually paid Order OD120170106151266000
2037,Available on Amazon and flipkart.. https://t.co/0XFYVNlDMs
2038,@FlipkartStories @Flipkart @FlipkartSellers i don't know how can such big company can't even maintain stability  all fake company https://t.co/sT5OA4Dn2W
2039,"Great Offer :- Search Tanishka Exports on https://t.co/hgKrL35MSf for more attractive product for cheap rate.

Cash On Delivery available

15 Days Return &amp; Refund Policy available https://t.co/5XRfASmG2S"
2040,"RT @mundhra5: @BoatNirvana 
@amazonIN @Flipkart Request u to pls dont entertain tis co. poduct on ur site. My issue is still not saolved fr…"
2041,"@FlipkartStories @Flipkart b) MarQ 
#ContestAlert #TriviaTuesdays #TuesdayShoutout #TuesdayVibe 
@FlipkartStories
@Flipkart

Join 
@satyapaljain_86
@Dazzlingcutie1
@SrinathAkula369
@Racer_Veb
@imPalak18"
2042,"Flipkart Black Friday Sale - Saste Mobiles? | Redmi Note 9 Pro 5G Box | Xiaomi No.1 Smartphone Brand
https://t.co/4FBUelY7EE

#BlackFriday #BlackFridayDeals #redminote9pro5g #Xiaomi https://t.co/pfydcQtjZZ"
2043,"RT @msdraj1998: @FlipkartStories @Flipkart A2) b) MarQ

#TriviaTuesdays @FlipkartStories

Tag  @SrinathAkula369 @Fahim6t @Man1shRox @Meenus…"
2044,Such a fraudulent company is Jeeves a sister company of Flipkart. @Flipkart @flipkartsupport @_Kalyan_K #jeeves my ticket got cancelled although I shared required info as soon as I receive a mail (citing the reason customer not responded) https://t.co/RcNer4UCJ2
2045,@flipkartsupport @Flipkart @FlipkartStories @_sachinbansal  how you people gathered courage every now and then in making fake commitment to customers. You have Lost TRUST of customers.
2046,"Hi @GoogleIndia, December 3rd is my Father's birthday and I have been long wanting to gift him a #pixel4A. But the phone has been out of stock on @Flipkart since day 1 of its India release.

I would love it if there's any other way to get it or if you can send in a gift for him."
2047,@Flipkart Became Flipkart's latest victim. I ordered a new IQOO 3 and received an old and damaged worthless Micromax model with an iphone bill and local charger. Don't ever trust this scam website @Flipkart @flipkartsupport @consumercourtin @PMOIndia @BBCHindi https://t.co/bZfoleRLdP
2048,"Great Offer :- Search Tanishka Exports on https://t.co/hgKrL35MSf for more attractive product for cheap rate.

Cash On Delivery available

15 Days Return &amp; Refund Policy available https://t.co/HUMajnq5Ea"
2049,@chitreshvermani @Flipkart @amazonIN pathetic service by flipkart on electronic items
2050,@XiaomiIndia @amazonIN @Flipkart All the things are at same price since past 6 months
2051,"VEGA Edge Motorbike Helmet(White) Rs. 798 - Flipkart

https://t.co/dFCxutkNR4"
2052,"Flipkart Black Friday Sale November 2020 | कितने Offers ""SD-865"" | Best ... https://t.co/gK54of9DLK via @YouTube"
2053,@Flipkart Became Flipkart's latest victim. I ordered a new IQOO 3 and received an old and damaged worthless Micromax model with an iphone bill and local charger. Don't ever trust this scam website @Flipkart @flipkartsupport @consumercourtin @PMOIndia @BBCHindi https://t.co/ncrnmGXxSV
2054,"Chief Minister Yogi Adityanath Ji, Today at his government residence in Lucknow @Flipkart 50,000 PPE kits were presented by. https://t.co/IZx1v4C5aK"
2055,"Great Offer :- Search Tanishka Exports on https://t.co/hgKrL35MSf for more attractive product for cheap rate.

Cash On Delivery available

15 Days Return &amp; Refund Policy available https://t.co/McyrbVPJA8"
2056,"When this dynamic husband-wife duo started out as entrepreneurs, they realized that the best way to see their business grow was to become @Flipkart sellers! Read their inspiring #Sellfmade story &amp; find out how teamwork made the dream work! @FlipkartSellers
https://t.co/8hhkkNjYwk"
2057,@_Kalyan_K @Flipkart @FlipkartW @walmartindia @BestPriceWMT Dear @_Kalyan_K  I'm very tensed.  How many days should I wait for my refund of flight ticket cancellation . Close ur company in india .I posted 10times in twitter about my issue and called to customer support for more than 50 times very irresponsible fellows @flipkartsupport
2058,@ChinmayDhumal @Flipkart How much does 12 month disney+ subscription in terms of super coins
