,tweets
707,"@bagarwal78 We always request our customers to never share their personal details publicly as our page is visible to everyone. You can always reach out to us via ""Private message"" by clicking the below link. Thanks, Parv  https://t.co/1qRWCpRlvq"
708,"@bagarwal78 Hi! Very sorry for the inconvenience caused, we've noted down the order ID &amp; I'll get this checked &amp; connect with you. Thanks! Parv"
709,"@snapdeal I placed the order &amp; called the seller. He said @Snapdeal_Help services are not yet opened &amp; not picking the parcels from sellers.
Even seller said that he not yet got any notification from @snapdeal.

@Snapdeal_Help please look into this.

Order Id: 38062547105"
710,"@snapdeal I placed the order &amp; called the seller. He said @Snapdeal_Help services are not yet opened &amp; not picking the parcels from sellers.
Even seller said that he not yet got any notification from @snapdeal.

@Snapdeal_Help please look into this.

Order Id: 38062547105"
711,"https://t.co/oYwEIqcE8s

Women's Clutch,   Design-1316

Rs. 399

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customer. https://t.co/7M6UrREAjC"
712,"https://t.co/YLssryxdzU

Women's Clutch,   Design-1315

Rs. 399

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/J5iDPtz8rq"
713,"https://t.co/h4Sh1zKmw3

Women's Clutch,   Design-1314

Rs. 399

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/LWs5ESsKRk"
714,"https://t.co/1Mt59P7kGf

Women's Clutch,   Design-1313

Rs. 399

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/JqrsgrrqOm"
715,"Me looking fr sweaters on Google
*Ads be like*
FLIPKART:check our winter collection 
MYNTRA:flat 30%off on winter wear only for you.
AMAZON:buy 1 get 1 sweater free
URBANIC:Ek sweater pe ek chaddi free.plz lelo didi
SNAPDEAL:tereko Acha pati milega re baba. Bass ek sweater lelo"
716,"https://t.co/m7FHeH7rrT

Women's Clutch,   Design-1312

Rs. 399

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/JcrfsabK7E"
717,"https://t.co/vPEYKaYbWX

Women's   Clutch,Design-1311

Rs. 399

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/j4LAFQwZV9"
718,"https://t.co/QDtnE3NtG5

Women's Clutch,   Design-109

Rs. 199

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/bh8zYUobI8"
719,"https://t.co/bgYjOe3DS3

Women's Clutch,   Design-1308

Rs. 199

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/JeFhLhsFf7"
720,"https://t.co/m9UGINAWxE

Women's Clutch,   Design-1307

Rs. 199

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customer. https://t.co/JyBQaTi4j5"
721,"https://t.co/gZ6JZslNxE

Women's Clutch,   Design-1306

Rs. 199

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/AJLd9NFaTn"
722,"https://t.co/73K8YamEsm

Women's Clutch,   Design 1305

Rs. 199

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/ItdFYeKQGi"
723,"https://t.co/ouWsAKatGv

Women's   Clutch,Design 1304

Rs. 199

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/pJB01MbjcE"
724,"https://t.co/HZlv7Ze24f

Women's Clutch Design-1303

Rs. 199

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/QMQiPlzZcC"
725,"https://t.co/zbi0qSuht1

Women's Clutch   Design-1302

Rs. 199

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/53r47JROJ5"
726,"https://t.co/LCQFvYcXIx

Women's Clutch   Design - 1301

Rs. 399

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/TPwsCi8Imc"
727,"@_Kalyan_K pathetic experience of flipkart. Sir flipkart is loosing the trust. Late delivery,non availability of exchange and then telling to customer for cancelling the product. Very bad experience. Please do the needful asap otherwise it would become like snapdeal very soon"
728,"https://t.co/3ACo8VgJEw

Handicraft Party   Wear Embroidered Box Clutch

Rs. 399

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/nz2vae6P1c"
729,"https://t.co/q8OZ2pkiY4

Handicraft Party   Wear Embroidered Box Clutch

Rs. 399

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/UNCXcA8HzQ"
730,"https://t.co/pCO2Hw5pYT

Handicraft Party   Wear Embroidered Box Clutch

Rs. 399

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum https://t.co/eFXh4vkWAZ"
731,"https://t.co/9cN48h9SJu

Handicraft Party   Wear Embroidered Box Clutch

Rs. 399

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/zmVx3b9AbB"
732,"https://t.co/llW3UX0mQj

Handicraft Party   Wear Embroidered Box Clutch

Rs. 399

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/LxKzPEKFV0"
733,"https://t.co/l9xZ2YzjLQ

Handicraft Party   Wear Embroidered Box Clutch

Rs. 399

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/w2zwNijbUM"
734,"https://t.co/0EBBT1ixD2

Women's &amp; Girls   Sling Bag, Pack of 1

Rs. 349

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/vA3X8PMXYu"
735,"https://t.co/0rZ0fEeSXG

Women's &amp; Girls   Sling Bag, Pack of 1

Rs. 349

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/OQkIamXDzg"
736,"https://t.co/rkV7fypHAF

Women's &amp; Girls   Sling Bag, Pack of 1

Rs. 349

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/iHyU5u7peW"
737,"https://t.co/cdrHx2CaF0

Ladies &amp; Girl's   Hand Bag, Pack of 1

Rs. 599

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/dtwmBhHe3F"
738,"https://t.co/oMEr3kbzdk

HandCraft Potli   Bag,Pack of 1,Yellow

Rs. 349

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/epIN5J13xL"
739,"https://t.co/tm1rbgIrk2

HandCraft Potli   Bag,Pack of 1,Green

Rs. 249

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/AHwDNJZ9D7"
740,"https://t.co/fgvDRzf2bM

📷   HandCraft Potli     Bag,Pack of 1,Maroon

Rs. 249

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. https://t.co/JV4IUfDMKU"
741,@CNBCTV18News @1kunalbahl @snapdeal @ShereenBhan Well Spoken..
742,"https://t.co/SogIp8Yxpp

4 inch double mushroom pipe

Rs. 499

Our brands believes to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum satisfacion to our customers. https://t.co/8cdnxOq6p6"
743,"RT @CNBCYoungTurks: The Road To A Contactless Economy | On Young Turks at 6:30pm, catch @ShereenBhan in conversation with @1kunalbahl of @s…"
744,@rajusharma083 @FlipkartSellers @amazon @snapdeal @PMOIndia @htTweets if you are not delivered my product tomorrow morning. i am complaint in high court.
745,@rajusharma083 @FlipkartSellers @amazon @snapdeal @PMOIndia @htTweets if you are not delivered my product tomorrow morning. i am complaint in high court.
746,"The Road To A Contactless Economy | On Young Turks at 6:30pm, catch @ShereenBhan in conversation with @1kunalbahl of @snapdeal, @drsangitareddy of @HospitalsApollo &amp; @debjani_ghosh_ of @nasscom as India moves to create a contactless ecosystem https://t.co/DQGoClLcXw"
747,"https://t.co/rMjWOTmY3t

 4 inch Twist pipe

Rs. 299

 Our brands believes to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum satisfacion to our customers. https://t.co/hqEnnZP6LP"
748,"COMING UP AT 6:30 PM | The Road To A Contactless Economy

On @CNBCYoungTurks, catch @ShereenBhan in conversation with @1kunalbahl of @snapdeal, @drsangitareddy of @HospitalsApollo &amp; @debjani_ghosh_ of @nasscom as India moves towards creating a contactless ecosystem https://t.co/2JKh8Fm91p"
