,tweets
762,"@AmazonHelp You don't have access to anything, you people are usless. @JeffBezos @amazonIN #worstcustomerservice #bycott_amazon"
763,@RedmiIndia @rohitghalsasi @amazonIN @atytse @PaytmMall wat kind of fraud is this company..@RedmiIndia @hawkeye dont ever purchase handset....all defective.....damaged product...worst....not replacing my handset...just 3 days have purchased new handset from @Paytm @vijayshekhar @manukumarjain
764,@AmazonHelp Very good support from @amazonin
765,"@amazonIN what went wrong, you started delivering the order by 12 AM in the night and you expect customer to wake up till 12 AM to receive the order after mutually agreed to deliver it next day morning.
404-0749542-8646704"
766,@amazonIN Great
767,RT @AnIndia56986856: MOTHER FUKERS @AMAZON @PrimeVideo @AmazonHelp @amazonmusic @PrimeVideoIN @amazonIN @AmazonUK @awscloud @JeffBezos  :…
768,MOTHER FUKERS @AMAZON @PrimeVideo @AmazonHelp @amazonmusic @PrimeVideoIN @amazonIN @AmazonUK @awscloud @JeffBezos  :  FUCK YOUR'S MOTHERS' ASS AND PUSSY AND ALL AMAZON'S FEMALE EMPLOYEE'S ASS &amp; PUSSY. CAN YOU TELL ME WHEN WILL YOU REFUND. https://t.co/de2YVZDeuW
769,@lalabanarsi @AmazonHelp @amazonIN @amazon @amazonpay @ICICIBank @ICICIBank_Care THIS ICICI BANK HAS WORST CUSTOMER SERVICE CHECK MY TWEETS BUT STILL PAST MORE THEN 7 WEEKS FOLLWING UP ON MY REQUEST THERE IS NO REPLY AN STILL SAME. @ICICIBank @ICICIBank_Care @RBI @DasShaktikanta @sandeep_kg #worstbank @iamsrk
770,RT @AmazonNews_IN: 📢 We're delighted to announce the expansion of the @amazonIN Fulfillment network with 10 new Fulfillment Centers across…
771,RT @Iyervval: Tell me @amazonIN which part of “bad packaging the product arrived broken” violates your review guidelines? Which guideline s…
772,"It helps to lose weight. #greenbrrew #weightlosscoffee #greencoffee #instantcoffee
👉👉Purchase on @amazonIN https://t.co/YD5syivAuv
.
.
#caffeinefree #nosugardded #fatburner #garciniacambogia #coffee #weightmanagement #fitnesscoffee #greentea #instafood #foodfood #weightreduce https://t.co/uWFbE5C05z"
773,"@amazonIN Where is my refund amount of order 
404-3405900-0027555 Amazon fraud damaged or defective product delivery want your consumer forum complaint filed onile update Defective &amp; Damdaged &amp; Leakage problem amazon fraud updated this news on Twitter such activities Facebook https://t.co/TAPq2Xsjbf"
774,He said he would say that I didn't accept the parcel. Thank you so much @amazonIN not ordering anything from you.
775,"#AmazonFunzoneSlots 
#jackpot 
@amazonIN 
Hope I win this one ❤ https://t.co/G2ZgAmd6yk"
776,RT @NotJustNyNerd: @gautamrahul83 @AmitAgarwal @amazonIN I got the exact same answer. This is Amazon enabling and covering up the fraud. Th…
777,@AmazonHelp @amazonIN @JeffBezos There u go.... This is the latest update from your so called customer service. Pathetic https://t.co/M0t7YXo61q
778,"Dear @EcomExpress_Ofc why did you cancel my order and didn't deliver it to me. I placed an order with @amazonIN &amp; shipped through Ecom Express Tracking ID: 429568196
On repeated calls to the delivery agent he denied delivery &amp; cancelled my order. Please look into this."
779,RT @kcsowriter: FALLOUT by @harmony_kent is available to buy via #Amazonin ebook &amp; paperback. A #postapocalypticNovel. Reviewer says: ‘If y…
780,@AmazonHelp @amazonIN @JeffBezos Do you want to share the screenshot??? Then u gonna believe me ????
781,RT @lalabanarsi: @AmazonHelp @amazonIN @amazon @amazonpay I opted for Amazon Pay Credit Card Application Id 8201906359818 still no update K…
782,"FALLOUT by @harmony_kent is available to buy via #Amazonin ebook &amp; paperback. A #postapocalypticNovel. Reviewer says: ‘If you like dark, dangerous, and a little bit demented, this is the novel for you.’ https://t.co/4qOBDVSQxM #ASMSG #IARTGFREE on #KindleUnlimited #CoPromos"
783,@AmazonHelp @amazonIN @amazon @amazonpay I opted for Amazon Pay Credit Card Application Id 8201906359818 still no update KYC has been done @ICICIBank @ICICIBank_Care
784,"mOTHER FUCKER / MATHER CHOD @JeffBezos  @amazon @AmazonHelp @amazonIN 

wHEN WILL YOU WILL REFUND MY MONEY ? https://t.co/ZkRpvWL7fy https://t.co/u0s96mmjgy"
785,RT @CaroleParkes1: FALLOUT by @harmony_kent is available to buy via #Amazonin ebook &amp; paperback. A #postapocalypticNovel. Reviewer says: ‘I…
786,"@amazonIN Order date : 19-Oct-2020, 
Order # 403-8274632-6928306
Product I have not received till now..
It's more than 1 month now"
787,"FALLOUT by @harmony_kent is available to buy via #Amazonin ebook &amp; paperback. A #postapocalypticNovel. Reviewer says: ‘If you like dark, dangerous, and a little bit demented, this is the novel for you.’ https://t.co/WPkJnsmsLX #ASMSG #IARTGFREE on #KindleUnlimited #CoPromos"
788,"RT @uggersain29: @AmazonHelp @amazonIN team

Please share your 1 days delivery service

My order pending 3 days https://t.co/qgK42y7pvQ"
789,"@jagograhakjago Whether Arrogance of Amazon who mislead consumers without proper country of Origin option, NO direct Customer Contact number to complain is going to be tolerated...Are we Indians? Second hand customers to this bullying platform of Amazon India @JeffBezos @amazonIN https://t.co/pZ7pz8atGK"
790,"@AmazonHelp @amazonIN team

Please share your 1 days delivery service

My order pending 3 days https://t.co/qgK42y7pvQ"
791,RT @supriyasahuias: Blue and Beautiful .. The ‘Blue Mont Tea ‘ from Nilgiris is available on @amazonIN. Buy online at https://t.co/PEuuy8Xx…
792,"RT @supriyasahuias: Proud to present ‘Mountain Rose ‘ tea from Blue hills. All natural, No chemicals, no colouring, no enzymes , only with…"
793,@AmazonHelp Your colleague say that when i say to her to go consumer forum then she say your choice to go this is the way of takling to a customer and i have waited 15 day approx for new mobile but your company cancle automatically please do something for me @amazonIN @PiyushGoyalOffc
794,"RT @GadgetsFlix: Vivo V20 Pro 5G with Snapdragon 765G launching very soon in India to be sold via amazonIN
https://t.co/DpWA452ann
#Vivo #V…"
795,RT @rastogishubham7: Hey @amazonIN Order ID is 405-7456315-8096323.Their is no response form amazon. I need the product which i booked they…
796,"𝐓𝐨𝐩 𝟓 𝐒𝐦𝐚𝐫𝐭𝐰𝐚𝐭𝐜𝐡 𝐈𝐧 𝐈𝐧𝐝𝐢𝐚 𝐅𝐨𝐫 𝐌𝐞𝐧 |
𝐌𝐢 𝐒𝐦𝐚𝐫𝐭 𝐁𝐚𝐧𝐝 𝟒

𝑩𝒖𝒚 𝑵𝒐𝒘➡https://t.co/8AeypfXML9

#MiSmartBand4 #Top5 #smartwatch 

@SmartWatchHQ @SmartWatchGoss @SmartGadgets20 @amazon @amazonIN @RedmiIndia https://t.co/B28lHn6aZD"
797,@AmazonHelp @JeffBezos @AmazonHelp @amazonIN could you please let me know if you really want to return the product .Its been 2 week Its showing the same status . if you really don't want to return the product else I will knock court door and file a case . https://t.co/L9fu4fIaXs
798,"RT @banda_bekaar: Hey @amazonIN, I think u need to deliver a fragile item more carefully, or your delivery guys do not understand what ""FRA…"
799,"Hey @amazonIN Order ID is 405-7456315-8096323.Their is no response form amazon. I need the product which i booked they shipped already and deliver me Incomplete order.
. #AmazonSucks #CustomerExperience #Unsatisfied #amazonhelp #consumerprotection #shameonAmazonin https://t.co/SH2qIqtbsh"
800,"RT @26ChetanB: @amazonIN Order # 407-1739933-7796341

WRONG product delivered, but unable to return the product. Please resolve

@AmazonHelp"
801,"@AmazonHelp Shared the details but this would likely be 100th time explaining the issue to someone at @amazonIN . Being an e-commerce giant, they neither maintain transcripts of issues discussed with the customer nor the solution provided. Waste of time n energy for the customers."
802,"Hey @amazonIN, I think u need to deliver a fragile item more carefully, or your delivery guys do not understand what ""FRAGILE"" means. Everytime, I receive a fragile product in broken pieces. @AmazonHelp"
803,"RT @Miss_Kanta: @AmazonHelp I am not talking about Amazon app Contest, I am asking for the result of Twitter Contest where prize was iPhone…"
804,RT @Muqueetahmedkh1: @Iamanassohel This high time since our Govt is taking action to censor OTT platform now we need Fast_Track system for…
805,"@amazon @AmazonHelp @amazonIN @AmazonindiaIn 

Please look into it this is very unprofessional"
806,"@Bhatknagraj @AmazonHelp @amazonIN @JeffBezos @amazon @PMOIndia @sudhirchaudhary @ZeeNews @narendramodi @jagograhakjago @forum_consumer To register your grievance, please call at 14404
or you can visit our website  
https://t.co/4Qm7Y2lBRl"
807,"@amazonIN Order # 407-1739933-7796341

WRONG product delivered, but unable to return the product. Please resolve

@AmazonHelp"
808,"Good things take time to arrive. But when they come they bring joy😌. Thanks @amazonIN 

For football lovers, For Managerial skills and all things on how to be a gangsta and win numerous fans &amp; trophies 🏆 https://t.co/iE3pSnnPmV"
809,RT @Bhatknagraj: @AmazonHelp @amazonIN @JeffBezos @amazon @consaff @PMOIndia @sudhirchaudhary @ZeeNews @narendramodi @jagograhakjago @forum…
810,"@amazonIN watched trailer of durgamati. Just a suggestion. Remove""The myth"" from the movie name, else you can face criticism. Just helping. Do whatever you you think is right. Awesome trailer."
811,@amazon @amazonin @JeffBezos Amazon Pick up is rotten and stinking as Agents are very arrogant and so are their back end handlers...Customer Service is hardly accessible SO BEWARE AND spread this Amazon Menace..So Indians are not treated second Hand by Amazon ..its minting money https://t.co/36VtdEsJdS
812,"@gautamrahul83 @AmitAgarwal @amazonIN Sorry to hear what you went through, but this is like a  Jaspal Bhatti comic sketch. 
@thevirdas  would like to monetize the tragedy that @amazonIN  customers like me n him are going through! Would make great comedy and we could use it to get our refunds. Win win, what say."
813,"@amazonIN : I have placed a return request for my order# 405-4192888-3662742 on 16th of November,2020.
Despite calling you several time to disable price tag validation you didn't removed it. It is still there attaching screenshots.

This is so pathetic.Need a resolution now. https://t.co/wF6hoaPqvs"
814,"RT @Deveshkohli35: I'm order a watch from Amazon order number17105671786720314.
If I order it's come 9 only 2 days on 13th of November 
Tha…"
815,@AmazonHelp @amazonIN @JeffBezos @amazon @consaff @PMOIndia @sudhirchaudhary @ZeeNews @narendramodi @jagograhakjago @forum_consumer Amazon not yielded to Country of Origin option while purchase...Isn't it a gross injustice as Customer service is hardly available for return..
816,@KrishnaDharma This doesn't goes with @amazonIN  quiz contest. Trying it from 3 years 😄
817,@amazonIN i think this company cheat customer i purchase a mobile phone and this product is damage and after some day i create replacement the replace come but not received by me and internally cancle my replacement and now their colleague say i will not replace @PIBHomeAffairs
818,"@amazonIN you are losing it. Customer service should be your main goal. Though being a prime customer and making regular purchases, I am not able to get a refund for a product returned 2 months back. Also made 10+ calls regarding the same explaining the issue. #AmazonWorstService"
819,"@AmazonHelp @amazonIN  @ConsumerReports @ConsumerCourt_ @consumercourtin 

Sir again your delivery boy didn't come and he raise again pickup request cancel, I call his number given by you through SMS he abousing me, Did i make a big mistake shopping with amazon? Sir please help me https://t.co/f700Iin2iy"
